№ УИК,Адрес голосования,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
2190.0,"191028, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Моховая улица, дом 6, ",,,,,,,,,,,
2191.0,"191028, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, набережная реки Фонтанки, дом 22, ",,,,,,,,,,,
2192.0,"191014, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Литейный проспект, дом 42, ",,,,,,,,,,,
2193.0,"191028, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, улица Пестеля, дом 16 Б, ",,,,,,,,,,,
2194.0,"191123, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Гродненский переулок, дом 8/10, ",,,,,,,,,,,
2195.0,"191014, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, улица Рылеева, дом 9, ",,,,,,,,,,,
2196.0,"191014, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, улица Маяковского, дом 26, ",,,,,,,,,,,
2197.0,"191014, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, набережная реки Фонтанки, дом 32, ",,,,,,,,,,,
2198.0,"191014, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Литейный проспект, дом 42, ",,,,,,,,,,,
2199.0,"191014, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, улица Маяковского, дом 9/16, ",,,,,,,,,,,
2200.0,"191025, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, улица Маяковского, дом 8, ",,,,,,,,,,,
2201.0,"191025, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Невский проспект, дом 100, ",,,,,,,,,,,
2202.0,"191186, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ N78, Гороховая улица, дом 20, ",,,,,,,,,,,
2203.0,"191023, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ N78, набережная канала Грибоедова, дом 34, ",,,,,,,,,,,
2204.0,"191011, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ N78, Невский проспект, дом 39, ",,,,,,,,,,,
2205.0,"191023, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ N78, Торговый переулок, дом 2 А, ",,,,,,,,,,,
2206.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Графский переулок, дом 1, ",,,,,,,,,,,
2207.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Графский переулок, дом 1, ",,,,,,,,,,,
2208.0,"191025, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Графский переулок, дом 8, ",,,,,,,,,,,
2209.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Большая Московская улица, дом 10, ",,,,,,,,,,,
2210.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Большая Московская улица, дом 10, ",,,,,,,,,,,
2211.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, набережная реки Фонтанки, дом 62, ",,,,,,,,,,,
2212.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, набережная реки Фонтанки, дом 62, ",,,,,,,,,,,
2213.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, улица Ломоносова, дом 9, ",,,,,,,,,,,
2214.0,"191180, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, переулок Джамбула, дом 3, ",,,,,,,,,,,
2215.0,"191119, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Социалистическая улица, дом 7/11, ",,,,,,,,,,,
2216.0,"191040, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Пушкинская улица, дом 9, ",,,,,,,,,,,
2217.0,"191040, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Кузнечный переулок, дом 20, ",,,,,,,,,,,
2218.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, улица Марата, дом 27, ",,,,,,,,,,,
2219.0,"191040, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Коломенская улица, дом 6, ",,,,,,,,,,,
2220.0,"191040, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Коломенская улица, дом 6, ",,,,,,,,,,,
2221.0,"191119, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, улица Правды, дом 8, ",,,,,,,,,,,
2222.0,"191119, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, улица Константина Заслонова, дом 23, ",,,,,,,,,,,
2223.0,"191119, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Звенигородская улица, дом 30 А, ",,,,,,,,,,,
2224.0,"191119, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, улица Константина Заслонова, дом 6, ",,,,,,,,,,,
2225.0,"191119, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, улица Константина Заслонова, дом 6, ",,,,,,,,,,,
2226.0,,,,,,,,,,,,
512.0,"195009, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Арсенальная набережная, дом 13/1, ",,,,,,,,,,,
513.0,"195009, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Арсенальная набережная, дом 13/1, ",,,,,,,,,,,
514.0,"195009, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Финский переулок, дом 7, ",,,,,,,,,,,
515.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Кондратьевский проспект, дом 46, ",,,,,,,,,,,
516.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Лабораторная улица, дом 15, ",,,,,,,,,,,
517.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Замшина улица, дом 14, ",,,,,,,,,,,
518.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Федосеенко улица, дом 28, ",,,,,,,,,,,
519.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Кондратьевский проспект, дом 51, ",,,,,,,,,,,
520.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Федосеенко улица, дом 28, ",,,,,,,,,,,
521.0,"195221, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Полюстровский проспект, дом 33, корпус 3, ",,,,,,,,,,,
522.0,"195221, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Пискаревский проспект, дом 14, ",,,,,,,,,,,
523.0,"195221, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Пискаревский проспект, дом 14, ",,,,,,,,,,,
524.0,"195221, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Антоновская улица, дом 16, ",,,,,,,,,,,
525.0,"195221, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Замшина улица, дом 17, ",,,,,,,,,,,
526.0,"195221, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Антоновская улица, дом 16, ",,,,,,,,,,,
527.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Замшина улица, дом 58, корпус 2, ",,,,,,,,,,,
528.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Герасимовская улица, дом 5, ",,,,,,,,,,,
529.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Замшина улица, дом 58, корпус 2, ",,,,,,,,,,,
530.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Замшина улица, дом 31, корпус 2, ",,,,,,,,,,,
531.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Замшина улица, дом 31, корпус 2, ",,,,,,,,,,,
532.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Руставели улица, дом 26, ",,,,,,,,,,,
533.0,"195067, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Меншиковский проспект, дом 2, ",,,,,,,,,,,
534.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Меншиковский проспект, дом 15, корпус 3, ",,,,,,,,,,,
535.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Меншиковский проспект, дом 15, корпус 3, ",,,,,,,,,,,
536.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Верности улица, дом 38, корпус 4, ",,,,,,,,,,,
537.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Верности улица, дом 38, корпус 4, ",,,,,,,,,,,
538.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Руставели улица, дом 26, ",,,,,,,,,,,
539.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Науки проспект, дом 44, ",,,,,,,,,,,
540.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 16, ",,,,,,,,,,,
541.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 16, ",,,,,,,,,,,
542.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 2, ",,,,,,,,,,,
543.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 5, ",,,,,,,,,,,
544.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Брюсовская улица, дом 10, ",,,,,,,,,,,
545.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Брюсовская улица, дом 10, ",,,,,,,,,,,
546.0,"195067, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Меншиковский проспект, дом 2, ",,,,,,,,,,,
547.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 16, ",,,,,,,,,,,
548.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Маршала Блюхера проспект, дом 14, ",,,,,,,,,,,
549.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Софьи Ковалевской улица, дом 13, корпус 6, ",,,,,,,,,,,
550.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Карпинского улица, дом 38, корпус 8, ",,,,,,,,,,,
551.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Карпинского улица, дом 38, корпус 8, ",,,,,,,,,,,
552.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Карпинского улица, дом 38, корпус 8, ",,,,,,,,,,,
553.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Софьи Ковалевской улица, дом 13, корпус 6, ",,,,,,,,,,,
554.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Науки проспект, дом 30, корпус 3, ",,,,,,,,,,,
555.0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Верности улица, дом 28, корпус 4, ",,,,,,,,,,,
556.0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Верности улица, дом 28, корпус 4, ",,,,,,,,,,,
557.0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Науки проспект, дом 24, корпус 3, ",,,,,,,,,,,
558.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Науки проспект, дом 30, корпус 3, ",,,,,,,,,,,
559.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Науки проспект, дом 38, ",,,,,,,,,,,
560.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Гражданский проспект, дом 31, корпус 5, ",,,,,,,,,,,
561.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Гражданский проспект, дом 31, корпус 5, ",,,,,,,,,,,
562.0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Верности улица, дом 14, корпус 4, ",,,,,,,,,,,
563.0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Верности улица, дом 14, корпус 4, ",,,,,,,,,,,
564.0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Науки проспект, дом 24, корпус 3, ",,,,,,,,,,,
565.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Гражданский проспект, дом 7/1, ",,,,,,,,,,,
566.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Фаворского улица, дом 16, ",,,,,,,,,,,
567.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Бутлерова улица, дом 22, корпус 1, ",,,,,,,,,,,
568.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Бутлерова улица, дом 22, корпус 1, ",,,,,,,,,,,
569.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Фаворского улица, дом 16, ",,,,,,,,,,,
570.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Гражданский проспект, дом 31, корпус 5, ",,,,,,,,,,,
571.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Бутлерова улица, дом 22, корпус 1, ",,,,,,,,,,,
572.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Бестужевская улица, дом 5, корпус 1, ",,,,,,,,,,,
573.0,"195009, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Арсенальная набережная, дом 13/1, ",,,,,,,,,,,
574.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Бестужевская улица, дом 5, корпус 1, ",,,,,,,,,,,
2283.0,,,,,,,,,,,,
2284.0,,,,,,,,,,,,
2285.0,,,,,,,,,,,,
1612.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Блохина, дом 31, ",,,,,,,,,,,
1613.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Зверинская, дом 35-37, ",,,,,,,,,,,
1614.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Съезжинская, дом 26-28, ",,,,,,,,,,,
1615.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Блохина, дом 31, ",,,,,,,,,,,
1616.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Съезжинская, дом 15/17, ",,,,,,,,,,,
1617.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Зверинская, дом 35-37, ",,,,,,,,,,,
1618.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Большая Пушкарская, дом 14 Б, ",,,,,,,,,,,
1619.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Введенская, дом 16, ",,,,,,,,,,,
1620.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Кронверкское, улица Воскова, дом 1, ",,,,,,,,,,,
1621.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Кронверкское, Большой проспект П.С., дом 73/36, ",,,,,,,,,,,
1622.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Кронверкское, Кронверкский проспект, дом 49, ",,,,,,,,,,,
1623.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Кронверкское, Сытнинская улица, дом 7, ",,,,,,,,,,,
1624.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Кронверкское, Большая Монетная улица, дом 2/4, ",,,,,,,,,,,
1625.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Кронверкское, улица Мира, дом 4, ",,,,,,,,,,,
1626.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Кронверкское, улица Мира, дом 4, ",,,,,,,,,,,
1627.0,"197046, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Посадский, Троицкая площадь П.С., дом 3, ",,,,,,,,,,,
1628.0,"197046, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Посадский, улица Большая Посадская, дом 5/7, ",,,,,,,,,,,
1629.0,"197046, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Посадский, Певчевский переулок, дом 4, ",,,,,,,,,,,
1630.0,"197046, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Посадский, улица Большая Посадская, дом 5/7, ",,,,,,,,,,,
1631.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Посадский, улица Мира, дом 26, ",,,,,,,,,,,
1632.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Посадский, улица Мира, дом 18, ",,,,,,,,,,,
1633.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Посадский, улица Мира, дом 26, ",,,,,,,,,,,
1634.0,"197022, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Посадский, улица Льва Толстого, дом 8, ",,,,,,,,,,,
1635.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Аптекарский остров, Каменноостровский проспект, дом 36/73, ",,,,,,,,,,,
1636.0,"197022, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Аптекарский остров, улица Литераторов, дом 9-11, ",,,,,,,,,,,
1637.0,"197022, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Аптекарский остров, улица Профессора Попова, дом 25, ",,,,,,,,,,,
1638.0,"197022, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Аптекарский остров, Каменноостровский проспект, дом 69/71, ",,,,,,,,,,,
1639.0,"197136, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Аптекарский остров, Чкаловский проспект, дом 35, ",,,,,,,,,,,
1640.0,"197022, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Аптекарский остров, Малый проспект П.С., дом 89, ",,,,,,,,,,,
1641.0,"197136, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Аптекарский остров, улица Плуталова, дом 24, ",,,,,,,,,,,
1642.0,"197022, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Аптекарский остров, Каменноостровский проспект, дом 42 Б, ",,,,,,,,,,,
1643.0,"197136, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Аптекарский остров, улица Подковырова, дом 28, ",,,,,,,,,,,
1644.0,"197110, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ округ Петровский, Чкаловский проспект, дом 15, литера А, ",,,,,,,,,,,
1645.0,"197110, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ округ Петровский, улица Пудожская, дом 4 Б, ",,,,,,,,,,,
1646.0,"197110, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ округ Петровский, Чкаловский проспект, дом 15, литера А, ",,,,,,,,,,,
1647.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ округ Петровский, улица Шамшева, дом 8, ",,,,,,,,,,,
1648.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ округ Петровский, Большой проспект П.С., дом 29/2, ",,,,,,,,,,,
1649.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ округ Петровский, улица Малая Разночинная, дом 2-4, ",,,,,,,,,,,
1650.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ округ Петровский, улица Малая Разночинная, дом 2-4, ",,,,,,,,,,,
1651.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ округ Петровский, улица Красного Курсанта, дом 6/9, ",,,,,,,,,,,
1652.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ округ Петровский, улица Красного Курсанта, дом 6/9, ",,,,,,,,,,,
1653.0,"197110, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ округ Петровский, Петровский проспект, дом 13, ",,,,,,,,,,,
1654.0,"197110, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Чкаловское, улица Новоладожская, дом 8, ",,,,,,,,,,,
1655.0,"197110, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Чкаловское, улица Красного Курсанта, дом 18, ",,,,,,,,,,,
1656.0,"197110, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Чкаловское, Чкаловский проспект, дом 22, ",,,,,,,,,,,
1657.0,"197110, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Чкаловское, Чкаловский проспект, дом 22, ",,,,,,,,,,,
1658.0,"197110, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Чкаловское, улица Большая Зеленина, дом 30, ",,,,,,,,,,,
1659.0,"197110, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Чкаловское, проспект Динамо, дом 14, ",,,,,,,,,,,
1660.0,"197022, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Чкаловское, улица Профессора Попова, дом 37 Б, ",,,,,,,,,,,
1661.0,"197110, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Чкаловское, улица Пудожская, дом 4 Б, ",,,,,,,,,,,
1662.0,"197136, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Чкаловское, Левашовский проспект, дом 5, ",,,,,,,,,,,
1663.0,"197136, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Чкаловское, Чкаловский проспект, дом 25 А, ",,,,,,,,,,,
1664.0,"197022, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Чкаловское, Песочная набережная, дом 14 Б, ",,,,,,,,,,,
1665.0,,,,,,,,,,,,
1667.0,,,,,,,,,,,,
1279.0,"196084, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Московская застава, Московский проспект, дом 80, ",,,,,,,,,,,
1280.0,"196084, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Московская застава, Московский проспект, дом 96, ",,,,,,,,,,,
1281.0,"196084, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Московская застава, Московский проспект, дом 96, ",,,,,,,,,,,
1282.0,"196105, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Московская застава, Благодатная улица, дом 20, ",,,,,,,,,,,
1283.0,"196128, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Московская застава, Варшавская улица, дом 30, ",,,,,,,,,,,
1284.0,"196084, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Московская застава, Московский проспект, дом 112, ",,,,,,,,,,,
1285.0,"196105, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Московская застава, Благодатная улица, дом 36, ",,,,,,,,,,,
1286.0,"196105, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Московская застава, Московский проспект, дом 164, ",,,,,,,,,,,
1287.0,"196105, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Московская застава, Московский проспект, дом 164, ",,,,,,,,,,,
1288.0,"196105, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Московская застава, Благодатная улица, дом 32, ",,,,,,,,,,,
1289.0,"196105, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Московская застава, Благодатная улица, дом 32, ",,,,,,,,,,,
1290.0,"196105, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Московская застава, Благодатная улица, дом 32, ",,,,,,,,,,,
